Id,MSSubClass,MSZoning,LotArea,LotConfig,BldgType,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,BsmtFinSF2,TotalBsmtSF,SalePrice
2154,60,RL,9360,Corner,1Fam,8,1962,2001,VinylSd,0.0,621.0,
2155,60,RL,9771,Corner,1Fam,5,1995,2002,HdBoard,0.0,1077.0,
2156,20,RL,9938,Inside,1Fam,5,1994,1994,HdBoard,0.0,1602.0,
2157,60,RL,14171,CulDSac,1Fam,5,1993,1994,VinylSd,0.0,812.0,
2158,80,RL,10541,Corner,1Fam,5,1996,1996,VinylSd,0.0,672.0,
2159,60,RL,10616,Inside,1Fam,5,2007,2007,VinylSd,0.0,628.0,
2160,20,RL,9345,Inside,1Fam,5,2007,2007,VinylSd,0.0,1615.0,
2161,20,RL,11778,Inside,1Fam,5,2008,2008,VinylSd,0.0,2271.0,
2162,20,RL,11778,Inside,1Fam,5,2008,2008,VinylSd,0.0,1751.0,
2163,80,RL,11454,Corner,1Fam,5,1995,1995,VinylSd,0.0,1401.0,
2164,20,RL,11500,CulDSac,1Fam,6,1966,1966,Plywood,723.0,1182.0,
2165,20,RL,9750,Inside,1Fam,7,1994,1994,VinylSd,0.0,990.0,
2166,20,RL,8696,Inside,1Fam,5,1997,1998,VinylSd,0.0,1418.0,
2167,60,RL,13142,Corner,1Fam,5,1997,1997,VinylSd,0.0,864.0,
2168,60,RL,8998,Inside,1Fam,5,2000,2000,VinylSd,0.0,782.0,
2169,60,RL,12192,Inside,1Fam,5,2000,2001,VinylSd,0.0,928.0,
2170,20,RL,12250,Inside,1Fam,6,1978,1978,HdBoard,0.0,864.0,
2171,20,RL,9216,Inside,1Fam,6,1975,1975,HdBoard,0.0,1076.0,
2172,20,RL,14330,CulDSac,1Fam,6,1975,2001,Plywood,596.0,864.0,
2173,60,RL,10400,Inside,1Fam,5,2001,2001,VinylSd,0.0,1257.0,
2174,60,RL,9720,CulDSac,1Fam,5,2001,2002,VinylSd,0.0,1357.0,
2175,20,RL,14860,CulDSac,1Fam,5,2002,2003,VinylSd,0.0,1778.0,
2176,60,RL,10905,CulDSac,1Fam,5,2003,2003,VinylSd,0.0,1129.0,
2177,60,RL,11690,Inside,1Fam,5,1999,2000,VinylSd,0.0,850.0,
2178,120,RM,4426,Inside,TwnhsE,5,2004,2004,VinylSd,0.0,848.0,
2179,90,RM,10126,Corner,Duplex,5,1997,1998,VinylSd,162.0,1838.0,
2180,20,RL,9750,Inside,1Fam,5,2004,2004,VinylSd,0.0,1445.0,
2181,20,RL,11058,Corner,1Fam,6,2007,2007,VinylSd,0.0,1564.0,
2182,20,RL,9627,Inside,1Fam,5,2007,2007,VinylSd,0.0,1351.0,
2183,20,RL,9825,Inside,1Fam,5,1966,1966,HdBoard,0.0,1092.0,
2184,85,RL,12102,Inside,1Fam,5,1976,1976,HdBoard,0.0,456.0,
2185,20,RL,6500,Inside,1Fam,6,1976,1976,HdBoard,0.0,1127.0,
2186,80,RL,9638,CulDSac,1Fam,6,1977,1977,Plywood,120.0,1029.0,
2187,60,RL,7200,Inside,1Fam,7,1976,2001,Plywood,0.0,684.0,
2188,20,RL,47007,Inside,1Fam,7,1959,1996,Plywood,0.0,0.0,
2189,90,RL,6012,Corner,Duplex,5,1955,1955,AsbShng,0.0,0.0,
2190,90,RL,6845,Inside,Duplex,5,1955,1955,WdShing,0.0,0.0,
2191,190,RL,6931,Inside,2fmCon,5,1955,1955,Wd Sdng,0.0,784.0,
2192,50,RL,12180,Inside,1Fam,7,1938,2007,Wd Sdng,0.0,585.0,
2193,50,RL,8050,Inside,1Fam,8,1947,1993,MetalSd,0.0,0.0,
2194,20,RL,9520,Inside,1Fam,5,1953,1953,MetalSd,0.0,911.0,
2195,80,RL,7692,Inside,1Fam,6,1954,1954,Wd Sdng,0.0,416.0,
2196,30,RL,5142,Inside,1Fam,7,1923,2008,Wd Sdng,0.0,949.0,
2197,30,RL,7290,Corner,1Fam,8,1921,1950,WdShing,0.0,1228.0,
2198,90,RL,7804,Inside,Duplex,7,1930,1950,Stucco,679.0,960.0,
2199,70,RL,8969,Inside,1Fam,6,1926,1950,Wd Sdng,0.0,644.0,
2200,50,RL,15564,Inside,1Fam,6,1914,1995,Wd Sdng,0.0,676.0,
2201,70,RL,7609,Corner,1Fam,9,1925,1997,Stucco,0.0,798.0,
2202,70,RL,9650,Corner,1Fam,3,1923,1950,Wd Sdng,0.0,784.0,
2203,50,RL,11700,Inside,1Fam,6,1937,1995,WdShing,0.0,942.0,
2204,50,RL,9260,Inside,1Fam,4,1938,1950,Wd Sdng,0.0,884.0,
2205,20,RL,7801,Corner,1Fam,5,1951,1951,WdShing,0.0,1091.0,
2206,70,RL,9670,Inside,1Fam,6,1935,1950,BrkFace,0.0,608.0,
2207,50,RL,12392,Inside,1Fam,9,1950,2000,VinylSd,0.0,832.0,
2208,20,RL,26073,CulDSac,1Fam,5,1956,1956,BrkFace,0.0,1898.0,
2209,160,RM,1879,CulDSac,Twnhs,6,1980,1980,MetalSd,0.0,516.0,
2210,30,RM,7000,Inside,1Fam,8,1926,1998,VinylSd,40.0,894.0,
2211,50,RM,6000,Inside,1Fam,8,1940,2006,VinylSd,0.0,720.0,
2212,50,RM,8155,Inside,1Fam,7,1930,1950,Wd Sdng,0.0,780.0,
2213,80,RM,6000,Inside,1Fam,5,1967,1967,HdBoard,0.0,624.0,
2214,30,RM,7392,Inside,1Fam,7,1930,1995,Wd Sdng,0.0,520.0,
2215,50,RM,9000,Inside,1Fam,5,1958,1958,WdShing,0.0,1151.0,
2216,20,,14584,Inside,1Fam,5,1952,1952,AsbShng,0.0,0.0,
2217,70,C (all),5280,Corner,1Fam,7,1895,1950,Wd Sdng,0.0,173.0,
2218,50,C (all),5150,Corner,1Fam,7,1910,2000,Plywood,0.0,356.0,
2219,70,C (all),9000,Inside,1Fam,6,1920,1950,MetalSd,0.0,592.0,
2220,120,RM,3843,Inside,TwnhsE,5,2007,2008,CemntBd,0.0,1596.0,
2221,120,RM,3811,Inside,TwnhsE,5,2004,2005,CemntBd,0.0,1594.0,
2222,20,RL,23730,Inside,1Fam,5,1996,1997,MetalSd,0.0,1840.0,
2223,60,RL,11050,Inside,1Fam,5,1996,1997,VinylSd,0.0,910.0,
2224,90,RL,10260,Inside,Duplex,4,1976,1976,Plywood,0.0,0.0,
2225,20,RL,9990,Inside,1Fam,5,1991,1991,HdBoard,0.0,1680.0,
2226,120,RL,4084,Inside,TwnhsE,6,1986,1986,VinylSd,0.0,1277.0,
2227,20,RL,11563,Inside,1Fam,5,2006,2007,VinylSd,0.0,1518.0,
2228,60,RL,12852,Corner,1Fam,5,2007,2007,VinylSd,0.0,920.0,
2229,80,RL,9802,Inside,1Fam,5,2006,2007,VinylSd,0.0,352.0,
2230,60,RL,12018,Corner,1Fam,5,2008,2008,VinylSd,0.0,796.0,
2231,20,RL,12890,Inside,1Fam,5,1989,1989,Wd Sdng,0.0,1495.0,
2232,20,RL,18265,Corner,1Fam,5,1986,1986,Plywood,60.0,1256.0,
2233,20,RL,11202,Inside,1Fam,5,2003,2003,VinylSd,0.0,1432.0,
2234,20,RL,7915,Inside,1Fam,5,1999,2000,VinylSd,0.0,1666.0,
2235,20,RL,11449,Inside,1Fam,5,2007,2007,VinylSd,0.0,1884.0,
2236,20,RL,11447,Inside,1Fam,5,2005,2006,VinylSd,0.0,1964.0,
2237,90,RM,8940,Corner,Duplex,5,1997,1998,VinylSd,0.0,1344.0,
2238,20,RL,9278,FR2,1Fam,5,2007,2008,VinylSd,0.0,1092.0,
2239,120,RM,4500,FR2,TwnhsE,5,1997,1997,VinylSd,0.0,1189.0,
2240,85,RL,14137,Corner,1Fam,5,1964,1964,HdBoard,247.0,1200.0,
2241,120,RM,4224,Inside,TwnhsE,6,1975,1975,CemntBd,0.0,1040.0,
2242,160,RM,2665,Inside,TwnhsE,7,1976,1976,CemntBd,0.0,550.0,
2243,180,RM,1974,Inside,Twnhs,7,1973,2006,CemntBd,0.0,526.0,
2244,180,RM,1596,Inside,Twnhs,6,1973,1973,CemntBd,0.0,462.0,
2245,20,RL,17979,Corner,1Fam,6,1968,1968,Plywood,0.0,1113.0,
2246,160,RM,1477,Inside,Twnhs,9,1970,2007,CemntBd,0.0,546.0,
2247,20,RL,6490,Inside,1Fam,7,1983,1983,VinylSd,0.0,816.0,
2248,20,RL,6600,Inside,1Fam,6,1982,2005,HdBoard,0.0,845.0,
2249,20,RL,12395,Corner,1Fam,6,1984,1984,HdBoard,0.0,864.0,
2250,70,,56600,Inside,1Fam,1,1900,1950,Wd Sdng,0.0,686.0,
2251,20,RL,10667,Inside,1Fam,6,1971,1971,MetalSd,0.0,1587.0,
2252,80,RL,8872,Inside,1Fam,5,1997,1997,VinylSd,0.0,384.0,
2253,80,RL,10147,CulDSac,1Fam,5,1994,1994,HdBoard,0.0,392.0,
2254,60,RL,8637,Inside,1Fam,5,1999,2000,VinylSd,0.0,923.0,
2255,60,RL,7875,Inside,1Fam,5,1996,1996,HdBoard,0.0,691.0,
2256,60,RL,7500,Inside,1Fam,5,1999,2003,VinylSd,0.0,938.0,
2257,20,RL,9556,Corner,1Fam,5,1992,1993,HdBoard,0.0,1168.0,
2258,60,RL,7655,CulDSac,1Fam,5,1993,1994,HdBoard,0.0,903.0,
2259,20,RL,18160,Inside,1Fam,6,1964,1964,HdBoard,0.0,1302.0,
2260,120,RL,4740,Inside,TwnhsE,5,1988,1988,CemntBd,0.0,1166.0,
2261,120,RL,5118,Inside,TwnhsE,5,1990,1990,CemntBd,0.0,1312.0,
2262,60,RL,12328,Inside,1Fam,5,2005,2005,VinylSd,0.0,1149.0,
2263,20,RL,51974,CulDSac,1Fam,5,2006,2007,VinylSd,0.0,2660.0,
2264,190,RL,41600,FR2,2fmCon,5,1969,1990,HdBoard,0.0,1100.0,
2265,120,RL,8035,Inside,TwnhsE,5,2006,2006,MetalSd,0.0,1612.0,
2266,20,RL,14082,Inside,1Fam,5,2006,2006,VinylSd,0.0,2220.0,
2267,20,RL,13870,Inside,1Fam,5,2006,2007,CemntBd,0.0,1742.0,
2268,20,RL,10960,Inside,1Fam,5,1984,1984,HdBoard,0.0,1284.0,
2269,60,RL,12090,Inside,1Fam,7,1981,2003,MetalSd,0.0,725.0,
2270,20,RL,12299,Inside,1Fam,6,1978,1985,Plywood,0.0,1529.0,
2271,60,RL,11339,Inside,1Fam,5,1979,1979,HdBoard,0.0,780.0,
2272,20,RL,11850,FR2,1Fam,6,1984,1984,Plywood,0.0,1153.0,
2273,20,RL,10400,Inside,1Fam,5,1979,1999,MetalSd,0.0,1259.0,
2274,20,RL,13001,Inside,1Fam,5,1971,1971,HdBoard,121.0,1625.0,
2275,80,RL,8991,CulDSac,1Fam,6,1976,1976,Plywood,604.0,1228.0,
2276,60,RL,8000,Inside,1Fam,6,1974,1974,HdBoard,153.0,1084.0,
2277,20,RL,9457,Inside,1Fam,6,1970,1990,MetalSd,0.0,925.0,
2278,20,RL,7920,Inside,1Fam,5,1970,2002,HdBoard,619.0,914.0,
2279,20,RL,17199,FR2,1Fam,7,1961,1961,MetalSd,0.0,914.0,
2280,120,RH,4113,Inside,TwnhsE,5,2001,2001,MetalSd,0.0,1337.0,
2281,120,RH,10943,FR2,TwnhsE,5,1997,1998,MetalSd,0.0,1405.0,
2282,160,RM,2205,Inside,Twnhs,6,1973,1973,HdBoard,0.0,525.0,
2283,160,RM,2058,Inside,Twnhs,5,1973,1973,HdBoard,0.0,672.0,
2284,120,RL,2304,Inside,Twnhs,7,1978,1978,Plywood,6.0,1061.0,
2285,20,RL,7150,Inside,1Fam,6,1966,1966,HdBoard,0.0,988.0,
2286,20,RL,12469,FR2,1Fam,5,2006,2007,VinylSd,0.0,1790.0,
2287,20,RL,11825,Inside,1Fam,5,2006,2007,CemntBd,0.0,1694.0,
2288,20,RL,14333,Corner,1Fam,5,2007,2007,VinylSd,0.0,2108.0,
2289,60,RL,13641,Inside,1Fam,5,2007,2007,CemntBd,0.0,1934.0,
2290,60,RL,13440,Inside,1Fam,5,2006,2007,VinylSd,0.0,1108.0,
2291,20,RL,15431,Inside,1Fam,5,2005,2006,VinylSd,0.0,1994.0,
2292,20,RL,13891,Inside,1Fam,5,2007,2007,VinylSd,0.0,2552.0,
2293,60,RL,13654,CulDSac,1Fam,5,2005,2006,MetalSd,0.0,1704.0,
2294,20,RL,17169,CulDSac,1Fam,5,2007,2007,CemntBd,0.0,2320.0,
2295,60,RL,16659,Corner,1Fam,5,2007,2008,VinylSd,0.0,1582.0,
2296,60,RL,9709,Inside,1Fam,5,2007,2007,VinylSd,0.0,918.0,
2297,20,RL,13615,Corner,1Fam,5,2006,2006,MetalSd,0.0,1802.0,
2298,60,RL,13069,Inside,1Fam,5,2004,2004,VinylSd,0.0,1706.0,
2299,60,RL,14277,Inside,1Fam,5,2003,2003,VinylSd,0.0,1317.0,
2300,60,RL,12568,Inside,1Fam,5,2007,2007,VinylSd,0.0,895.0,
2301,20,RL,9926,Inside,1Fam,5,2005,2006,VinylSd,0.0,1614.0,
2302,20,RL,9254,Inside,1Fam,5,2005,2005,VinylSd,0.0,1721.0,
2303,60,RL,10732,Corner,1Fam,5,2006,2007,VinylSd,0.0,1298.0,
2304,120,RL,3901,Inside,Twnhs,5,2005,2006,VinylSd,0.0,1302.0,
2305,120,RL,3903,Inside,Twnhs,5,2005,2006,VinylSd,0.0,1302.0,
2306,120,RL,6289,Inside,TwnhsE,5,2005,2006,VinylSd,0.0,1362.0,
2307,120,RL,4590,Inside,Twnhs,5,2006,2006,VinylSd,0.0,1554.0,
2308,120,RL,7841,Inside,TwnhsE,5,2005,2005,MetalSd,0.0,1577.0,
2309,120,RL,6240,Inside,TwnhsE,5,2006,2006,MetalSd,0.0,1324.0,
2310,120,RL,3242,Inside,TwnhsE,5,2003,2003,VinylSd,0.0,1405.0,
2311,60,RL,15810,Inside,1Fam,5,2007,2007,VinylSd,0.0,768.0,
2312,60,RL,10237,Inside,1Fam,5,2005,2006,VinylSd,0.0,768.0,
2313,60,RL,13204,Inside,1Fam,5,2006,2007,VinylSd,0.0,608.0,
2314,60,RL,8857,Inside,1Fam,5,2006,2006,VinylSd,0.0,738.0,
2315,60,RL,9729,Inside,1Fam,5,2006,2007,VinylSd,0.0,698.0,
2316,20,RL,12216,Corner,1Fam,5,2005,2005,VinylSd,0.0,1326.0,
2317,60,RL,8229,Inside,1Fam,5,2007,2007,VinylSd,0.0,752.0,
2318,60,RL,7713,Inside,1Fam,5,2007,2007,VinylSd,0.0,728.0,
2319,20,RL,7697,Inside,1Fam,6,2007,2007,VinylSd,0.0,1246.0,
2320,120,RL,3621,Inside,TwnhsE,5,2003,2003,VinylSd,0.0,1406.0,
2321,20,RL,3710,Inside,1Fam,5,2007,2007,VinylSd,0.0,1266.0,
2322,80,RL,16219,Inside,1Fam,5,2004,2005,VinylSd,0.0,835.0,
2323,80,RL,11084,Corner,1Fam,5,2004,2004,VinylSd,0.0,384.0,
2324,20,RL,10936,Inside,1Fam,5,2006,2006,VinylSd,0.0,1510.0,
2325,80,RL,11950,Corner,1Fam,5,2003,2003,VinylSd,0.0,384.0,
2326,60,RL,7875,Inside,1Fam,5,2003,2003,VinylSd,0.0,847.0,
2327,60,RL,8740,Inside,1Fam,5,2002,2002,VinylSd,0.0,854.0,
2328,60,RL,9487,Inside,1Fam,5,2000,2000,VinylSd,0.0,915.0,
2329,60,RL,9649,Inside,1Fam,5,1999,2000,VinylSd,0.0,941.0,
2330,60,RL,12191,Inside,1Fam,5,1997,1998,VinylSd,0.0,1779.0,
2331,60,RL,10557,Inside,1Fam,5,1998,1998,MetalSd,0.0,1408.0,
2332,60,RL,11002,Inside,1Fam,5,1998,1999,VinylSd,0.0,1389.0,
2333,60,RL,10790,Inside,1Fam,5,1998,1998,VinylSd,0.0,1066.0,
2334,60,RL,11762,Inside,1Fam,5,1992,1993,VinylSd,0.0,1105.0,
2335,60,RL,9044,Inside,1Fam,5,1996,1997,VinylSd,0.0,1325.0,
2336,20,RL,9910,Inside,1Fam,6,2007,2007,VinylSd,0.0,1369.0,
2337,20,RL,11830,Inside,1Fam,5,2007,2007,VinylSd,0.0,1542.0,
2338,20,RL,10612,Inside,1Fam,5,2006,2006,VinylSd,0.0,1524.0,
2339,20,RL,12291,Inside,1Fam,5,2007,2007,CemntBd,0.0,1966.0,
2340,20,RL,9965,FR2,1Fam,5,2007,2007,VinylSd,0.0,1528.0,
2341,20,RL,8847,Inside,1Fam,5,2005,2005,VinylSd,0.0,1538.0,
2342,20,RL,8251,Inside,1Fam,5,2005,2006,VinylSd,0.0,1494.0,
2343,60,RL,9605,Inside,1Fam,5,2006,2006,VinylSd,0.0,982.0,
2344,60,RL,8778,Inside,1Fam,5,2006,2006,VinylSd,0.0,1302.0,
2345,20,FV,8640,Inside,1Fam,5,2007,2007,VinylSd,0.0,1338.0,
2346,20,FV,9000,Inside,1Fam,5,2006,2007,VinylSd,0.0,1335.0,
2347,60,FV,8640,Inside,1Fam,5,2007,2007,VinylSd,0.0,896.0,
2348,60,FV,10411,Corner,1Fam,5,2007,2007,VinylSd,0.0,725.0,
2349,60,FV,12217,Inside,1Fam,5,2007,2007,WdShing,0.0,955.0,
2350,20,FV,10440,Corner,1Fam,5,2007,2007,CemntBd,0.0,1574.0,
2351,20,FV,11824,Corner,1Fam,5,2006,2006,VinylSd,0.0,1685.0,
2352,60,FV,10625,Inside,1Fam,5,2004,2004,VinylSd,0.0,1158.0,
2353,20,RL,7500,Inside,1Fam,5,2006,2007,VinylSd,0.0,1100.0,
2354,20,RL,7500,Inside,1Fam,5,2006,2006,VinylSd,0.0,1143.0,
2355,20,RL,12450,Inside,1Fam,5,2003,2004,VinylSd,0.0,1094.0,
2356,20,RL,7441,Inside,1Fam,5,2006,2006,VinylSd,0.0,1461.0,
2357,60,RL,11613,Corner,1Fam,5,1993,1997,VinylSd,0.0,864.0,
2358,160,RL,8012,Inside,TwnhsE,5,1980,1980,Plywood,0.0,630.0,
2359,20,RL,6285,Inside,1Fam,5,1977,1977,Plywood,351.0,894.0,
2360,20,RL,7476,Corner,1Fam,7,1968,1968,HdBoard,0.0,1040.0,
2361,60,RL,19522,Inside,1Fam,5,1990,1990,HdBoard,0.0,1223.0,
2362,20,RL,10751,CulDSac,1Fam,5,1974,1974,Plywood,0.0,1037.0,
2363,20,RL,12712,CulDSac,1Fam,7,1973,2006,CemntBd,0.0,1044.0,
2364,120,FV,4379,FR2,TwnhsE,5,2004,2004,MetalSd,0.0,1378.0,
2365,120,FV,3523,Inside,TwnhsE,5,2006,2007,VinylSd,0.0,1141.0,
2366,120,FV,3784,Inside,TwnhsE,5,2006,2007,VinylSd,0.0,1511.0,
2367,120,FV,3606,Inside,TwnhsE,5,2006,2007,VinylSd,0.0,1352.0,
2368,120,FV,5330,Inside,TwnhsE,5,2006,2007,VinylSd,0.0,1550.0,
2369,160,FV,2280,Inside,Twnhs,5,1999,1999,MetalSd,0.0,744.0,
2370,160,FV,2117,Inside,Twnhs,5,2000,2000,MetalSd,0.0,756.0,
2371,20,FV,7321,Inside,1Fam,5,1999,2000,CemntBd,0.0,1339.0,
2372,60,FV,8010,Inside,1Fam,5,2003,2004,CemntBd,0.0,1054.0,
2373,60,FV,8413,Inside,1Fam,5,1998,1998,VinylSd,0.0,1220.0,
2374,120,RL,9466,FR2,TwnhsE,5,1994,1995,BrkFace,1037.0,1494.0,
2375,20,RL,12000,Inside,1Fam,6,1980,1980,VinylSd,0.0,2002.0,
2376,20,RL,17778,Inside,1Fam,5,1981,1981,BrkFace,829.0,2461.0,
2377,20,RL,11700,Inside,1Fam,6,1968,1968,MetalSd,0.0,912.0,
2378,60,RL,8000,Inside,1Fam,6,1970,1970,VinylSd,0.0,1008.0,
2379,85,RL,8723,Inside,1Fam,6,1969,1969,HdBoard,0.0,973.0,
2380,20,RL,11700,Corner,1Fam,5,1968,1968,HdBoard,0.0,1295.0,
2381,20,RL,11358,Corner,1Fam,7,1972,1987,Wd Sdng,0.0,1124.0,
2382,20,RL,9547,Inside,1Fam,6,1993,1993,VinylSd,0.0,1594.0,
2383,60,RL,10530,Inside,1Fam,6,1993,1993,MetalSd,0.0,1148.0,
2384,20,RL,10738,Corner,1Fam,7,1966,1966,HdBoard,0.0,1093.0,
2385,20,RL,10800,Inside,1Fam,5,1963,1963,HdBoard,264.0,1052.0,
2386,20,RL,8050,Inside,1Fam,6,1967,1993,MetalSd,38.0,949.0,
2387,90,RL,10899,Inside,Duplex,5,1964,1964,HdBoard,0.0,0.0,
2388,20,RL,7450,Inside,1Fam,5,1956,1956,Wd Sdng,206.0,894.0,
2389,20,RL,14357,CulDSac,1Fam,5,1961,1961,Wd Sdng,167.0,864.0,
2390,20,RL,8243,CulDSac,1Fam,7,1961,1961,VinylSd,0.0,964.0,
2391,20,RL,8680,Inside,1Fam,7,1960,1960,CemntBd,0.0,894.0,
2392,20,RL,8800,Inside,1Fam,6,1966,1966,HdBoard,0.0,1174.0,
2393,80,RL,9200,Inside,1Fam,5,1965,1965,HdBoard,0.0,1042.0,
2394,60,RL,8800,Inside,1Fam,7,1964,1997,MetalSd,0.0,845.0,
2395,20,RL,11382,Inside,1Fam,5,1964,1964,Wd Sdng,543.0,1130.0,
2396,20,RL,22002,Corner,1Fam,7,1959,1991,MetalSd,0.0,1592.0,
2397,45,RL,12172,Inside,1Fam,7,1940,1996,Wd Sdng,259.0,822.0,
2398,20,RL,5000,Inside,1Fam,3,1946,1950,WdShing,0.0,666.0,
2399,50,RL,3500,Inside,1Fam,5,1945,1950,MetalSd,0.0,370.0,
2400,20,RL,5175,Inside,1Fam,8,1958,2000,VinylSd,404.0,808.0,
2401,20,RL,9600,Inside,1Fam,6,1955,1955,HdBoard,0.0,1078.0,
2402,90,RL,8668,Corner,Duplex,5,1968,1968,MetalSd,0.0,1560.0,
2403,85,RL,10050,Inside,1Fam,6,1966,1966,HdBoard,0.0,793.0,
2404,80,RL,9600,Inside,1Fam,5,1961,1961,WdShing,0.0,1218.0,
2405,20,RL,8760,Inside,1Fam,7,1957,1999,VinylSd,0.0,936.0,
2406,20,RL,6860,Inside,1Fam,6,1956,1956,Wd Sdng,0.0,1008.0,
2407,20,RL,8250,Corner,1Fam,7,1963,1963,MetalSd,0.0,1053.0,
2408,20,RL,9100,Inside,1Fam,5,1960,1960,HdBoard,0.0,1144.0,
2409,20,RL,9736,Inside,1Fam,6,1957,1969,Wd Sdng,138.0,1331.0,
2410,20,RL,9770,Inside,1Fam,5,1957,1957,Wd Sdng,0.0,922.0,
2411,20,RL,12198,Inside,1Fam,6,1955,1975,VinylSd,0.0,1204.0,
2412,20,RL,10050,Inside,1Fam,5,1955,1955,MetalSd,0.0,1216.0,
2413,20,RL,11556,Inside,1Fam,9,1953,2006,VinylSd,0.0,864.0,
2414,90,RL,8078,Inside,Duplex,5,1958,1958,Wd Sdng,0.0,1560.0,
2415,20,RL,10950,Inside,1Fam,6,1952,1952,Wd Sdng,0.0,948.0,
2416,20,RL,7942,Inside,1Fam,7,1953,1953,Wd Sdng,955.0,1040.0,
2417,20,RL,8540,Corner,1Fam,8,1956,2003,VinylSd,691.0,925.0,
2418,50,RL,7150,Inside,1Fam,4,1955,1955,MetalSd,0.0,1190.0,
2419,20,RL,8400,Corner,1Fam,5,1955,1955,MetalSd,0.0,923.0,
2420,20,RL,9532,Inside,1Fam,6,1953,1953,VinylSd,354.0,1105.0,
2421,20,RL,15783,Inside,1Fam,5,1952,1952,Wd Sdng,0.0,924.0,
2422,50,RL,14190,Inside,1Fam,7,1890,2006,VinylSd,0.0,925.0,
2423,50,RL,12099,Inside,1Fam,6,1953,2004,MetalSd,0.0,1216.0,
2424,70,RL,21281,Inside,1Fam,4,1935,2007,Wd Sdng,0.0,666.0,
2425,50,RL,10284,Corner,1Fam,7,1925,1993,MetalSd,66.0,1151.0,
2426,70,RL,10800,Inside,1Fam,9,1895,1999,Wd Sdng,0.0,736.0,
2427,80,RL,10090,Inside,1Fam,5,1963,1999,Plywood,483.0,725.0,
2428,20,RL,8700,Inside,1Fam,7,1961,1961,HdBoard,0.0,920.0,
2429,20,RL,8300,Inside,1Fam,6,1968,1968,Wd Sdng,0.0,952.0,
2430,20,RL,7200,Inside,1Fam,3,1950,1950,WdShing,0.0,864.0,
2431,20,RL,7500,Inside,1Fam,7,1959,2003,BrkFace,0.0,1040.0,
2432,20,RL,7315,Inside,1Fam,6,1958,1958,BrkFace,0.0,1170.0,
2433,20,RL,7903,Inside,1Fam,5,1960,1960,BrkFace,0.0,1242.0,
2434,20,RL,8000,Inside,1Fam,5,1960,1960,BrkFace,154.0,1377.0,
2435,20,RL,7000,Corner,1Fam,6,1961,1961,BrkFace,0.0,0.0,
2436,20,RL,6600,Inside,1Fam,5,1962,1962,Wd Sdng,442.0,864.0,
2437,85,RL,6760,Inside,1Fam,5,1962,1962,HdBoard,0.0,896.0,
2438,30,RM,6978,Inside,1Fam,7,1926,1980,MetalSd,0.0,850.0,
2439,50,RM,6000,Inside,1Fam,6,1927,1950,MetalSd,0.0,845.0,
2440,30,RM,4480,Corner,1Fam,5,1922,1950,AsbShng,0.0,1022.0,
2441,30,RM,3153,Inside,1Fam,6,1920,1990,MetalSd,0.0,967.0,
2442,30,RM,7200,Inside,1Fam,8,1940,1950,VinylSd,0.0,808.0,
2443,50,RM,9000,Corner,1Fam,8,1900,2006,Stucco,0.0,680.0,
2444,50,RM,5925,Inside,1Fam,6,1900,1950,MetalSd,448.0,570.0,
2445,70,RM,9639,Inside,1Fam,8,1900,1950,MetalSd,0.0,1075.0,
2446,70,RM,10337,Inside,1Fam,9,1910,1999,VinylSd,0.0,725.0,
2447,70,RM,9863,Inside,1Fam,6,1927,1950,Wd Sdng,210.0,728.0,
2448,70,RM,4571,Inside,1Fam,7,1910,1950,MetalSd,0.0,616.0,
2449,50,RM,8398,Inside,1Fam,8,1910,1990,Wd Sdng,0.0,926.0,
2450,70,RM,3600,Inside,1Fam,7,1930,2005,VinylSd,0.0,687.0,
2451,75,RM,13500,Corner,1Fam,8,1879,1987,Wd Sdng,0.0,819.0,
2452,20,RM,8626,Inside,1Fam,6,1956,1956,MetalSd,0.0,0.0,
2453,80,RM,11800,Inside,1Fam,7,1949,2002,Stucco,0.0,0.0,
2454,40,RL,6854,Inside,1Fam,7,1925,1994,MetalSd,227.0,756.0,
2455,50,RM,8674,Inside,1Fam,6,1950,1950,MetalSd,0.0,910.0,
2456,50,RM,6125,Inside,1Fam,7,1939,1998,MetalSd,0.0,728.0,
2457,70,RM,6000,Inside,1Fam,6,1939,1950,MetalSd,0.0,600.0,
2458,45,RM,6120,Inside,1Fam,7,1939,1950,AsbShng,0.0,884.0,
2459,50,RM,6240,Inside,1Fam,5,1938,1950,VinylSd,0.0,861.0,
2460,50,RM,6240,Inside,1Fam,8,1939,1952,Wd Sdng,0.0,672.0,
2461,50,RM,6240,Inside,1Fam,7,1930,1992,Wd Sdng,0.0,966.0,
2462,50,RM,6120,Inside,1Fam,6,1926,1950,Wd Sdng,0.0,756.0,
2463,70,RM,7755,Inside,1Fam,8,1918,1995,Wd Sdng,0.0,1100.0,
2464,50,RL,8850,Inside,1Fam,7,1920,1950,Wd Sdng,0.0,768.0,
2465,50,RL,8550,Inside,1Fam,5,1926,1950,HdBoard,0.0,750.0,
2466,70,RM,5700,Corner,1Fam,6,1929,1990,Wd Sdng,0.0,672.0,
2467,45,RM,5680,Inside,1Fam,4,1901,1950,AsbShng,0.0,592.0,
2468,50,RM,5680,Inside,1Fam,3,1901,1950,AsbShng,0.0,969.0,
2469,80,RM,13200,Corner,1Fam,6,1963,1963,HdBoard,0.0,741.0,
